iter	MultiClass
190	0.004785365432
191	0.004767878862
192	0.004755891003
193	0.004750755697
194	0.004689692883
195	0.004670588299
196	0.004663546633
197	0.004645940338
198	0.004635111622
199	0.004614010821
200	0.004597855908
201	0.004569532757
202	0.004554949319
203	0.004540381473
204	0.004520721406
205	0.004486603917
206	0.004470319323
207	0.004457321656
208	0.004434682872
209	0.004423833276
210	0.004407220459
211	0.004360721574
212	0.00435174362
213	0.004336613867
214	0.004326565387
215	0.004314061989
216	0.004288817319
217	0.004279200462
218	0.00425446789
219	0.004249429906
220	0.004221467688
221	0.004214982174
222	0.004207048157
223	0.004201739931
224	0.004196274634
225	0.004187825569
226	0.004169141656
227	0.004160370798
228	0.004139683162
229	0.004128812188
230	0.004124152439
231	0.004094908476
232	0.004075353037
233	0.004060082839
234	0.004045423367
235	0.004039713712
236	0.004015954933
237	0.003998698987
238	0.003984001899
239	0.003971922031
240	0.003964738072
241	0.003955062736
242	0.003944122579
243	0.003937116951
244	0.003930195768
245	0.00388682665
246	0.003881846393
247	0.003876552052
248	0.003873486932
249	0.003856961966
250	0.003843988569
251	0.003834850833
252	0.003826632035
253	0.003814540895
254	0.003775797606
255	0.003757683836
256	0.003748801461
257	0.003743602146
258	0.00372658159
259	0.0037227458
260	0.003715718653
261	0.00370131199
262	0.003670477445
263	0.003655962015
264	0.003639845767
265	0.003630536147
266	0.003619471813
267	0.003579670526
268	0.003576216703
269	0.003571134389
270	0.003564314161
271	0.003554866131
272	0.003539946661
273	0.00353105515
274	0.003522455004
275	0.003515428046
276	0.003497920472
277	0.003488806107
278	0.003481432571
279	0.003471573948
280	0.003450131175
281	0.003411812174
282	0.003392496673
283	0.003387364825
284	0.003383878426
285	0.003372433829
286	0.003358831219
287	0.003339017535
288	0.003335379174
289	0.003321599871
290	0.003312223671
291	0.003298380783
292	0.003294904916
293	0.003286996735
294	0.003278961103
295	0.003266694291
296	0.003262879848
297	0.003249652603
298	0.003247898722
299	0.003241970834
300	0.00323387038
301	0.003230100688
302	0.003226371517
303	0.003222453689
304	0.00321597327
305	0.003211794066
306	0.003200896383
307	0.003198290113
308	0.003195649504
309	0.003188052252
310	0.003185215101
311	0.00318162539
312	0.003179182337
313	0.003176809155
314	0.003173837
315	0.003171442775
316	0.003148323178
317	0.003138439851
318	0.003133532903
319	0.003127828941
320	0.003110594243
321	0.003108568553
322	0.003104385203
323	0.003093965924
324	0.003088142999
325	0.003079270529
326	0.003075733961
327	0.00306999347
328	0.003041575936
329	0.00303502083
330	0.003027877929
331	0.003022377486
332	0.003016655357
333	0.00301100595
334	0.003005357616
335	0.002999307104
336	0.0029966571
337	0.002995374207
338	0.002966715411
339	0.002961790795
340	0.002959992928
341	0.002955291391
342	0.002951134325
343	0.002939829772
344	0.002934141904
345	0.002931395382
346	0.002926749643
347	0.002921057803
348	0.002916387562
349	0.002912843911
350	0.002908923545
351	0.002905611063
352	0.002903111472
353	0.002900060324
354	0.002891429409
355	0.002884101466
356	0.002882484944
357	0.002880842615
358	0.00287029574
359	0.002866357331
360	0.002843320591
361	0.00284215464
362	0.002830886041
363	0.002824179354
364	0.002820158108
365	0.002809931681
366	0.002795995895
367	0.002794890015
368	0.002784513437
369	0.002774467946
370	0.002772249936
371	0.002771448709
372	0.00276999575
373	0.002760034168
374	0.002739568198
375	0.002722944195
376	0.002721394616
377	0.002706256555
378	0.002704433088
379	0.002698887984
380	0.002696642361
381	0.002691256192
382	0.002675326474
383	0.002672954997
384	0.002671067324
385	0.002666409749
386	0.002663093834
387	0.002653223226
388	0.002642503163
389	0.002628554708
390	0.002621746317
391	0.002617893315
392	0.002617076377
393	0.002615181427
394	0.002612201531
395	0.002609352013
396	0.002605060621
397	0.002599541484
398	0.002596195447
399	0.002594437111
400	0.002593207266
401	0.002585517668
402	0.00258214003
403	0.002566983629
404	0.002565354591
405	0.002555322278
406	0.002553458937
407	0.002551467684
408	0.002546085118
409	0.002538615609
410	0.002537447853
411	0.00253405915
412	0.00253150807
413	0.002527553884
414	0.002526012247
415	0.002522872372
416	0.002508547233
417	0.002496289779
418	0.002494379037
419	0.002493204107
420	0.002492485662
421	0.002490791766
422	0.002488117579
423	0.002484308606
424	0.002481991303
425	0.002456076161
426	0.002453209534
427	0.002446207031
428	0.002437308885
429	0.002434361268
430	0.00242826451
431	0.002417988038
432	0.002408639972
433	0.002407771726
434	0.002405862311
435	0.002402992232
436	0.002401276569
437	0.002398971041
438	0.002391663556
439	0.002389168572
440	0.002387767627
441	0.002386857764
442	0.002380551017
443	0.002377391159
444	0.002375264153
445	0.002373571692
446	0.002369972906
447	0.002364393363
448	0.002362487498
449	0.002348313314
450	0.002339463851
451	0.002335165633
452	0.002330051371
453	0.002328437222
454	0.00232638447
455	0.002324322681
456	0.00232335944
457	0.002321490892
458	0.002318817136
459	0.002315471842
460	0.002310659198
461	0.002306763261
462	0.002305939787
463	0.002303028202
464	0.002299614095
465	0.002294775628
466	0.00229252908
467	0.002287237255
468	0.002284742424
469	0.002264523532
470	0.002260342201
471	0.002256780805
472	0.002253151892
473	0.002250765268
474	0.002249231713
475	0.002246611659
476	0.002245855196
477	0.002244930065
478	0.00224290264
479	0.002237030513
480	0.002232187727
481	0.002229021802
482	0.002224022446
483	0.002221888781
484	0.002219974471
485	0.002217968286
486	0.002217147722
487	0.002215753804
488	0.002214479884
489	0.002213316138
490	0.002207708429
491	0.002206047523
492	0.002200449976
493	0.002199211252
494	0.002190126325
495	0.002186581439
496	0.002183102341
497	0.002178877315
498	0.002174222476
499	0.002164822768
500	0.002162648258
501	0.002160508798
502	0.002158172966
503	0.002157161124
504	0.002155012439
505	0.002151975376
506	0.002145275623
507	0.00214065188
508	0.002139251952
509	0.002133680513
510	0.002126525207
511	0.002124745201
512	0.002114661108
513	0.00211389602
514	0.002111945967
515	0.002103127511
516	0.002097722781
517	0.002095351315
518	0.002090013986
519	0.002088332979
520	0.002086327846
521	0.002085497848
522	0.002083408644
523	0.002082514955
524	0.002071695007
525	0.002070263338
526	0.002067679463
527	0.002066274238
528	0.002062736556
529	0.002059328879
530	0.002055731495
531	0.002054678569
532	0.002053262532
533	0.002050984621
534	0.002047696168
535	0.002047053248
536	0.00204113845
537	0.002038854493
538	0.002037763702
539	0.002036458091
540	0.002033359815
541	0.002030334909
542	0.002029893637
543	0.002022104946
544	0.002020942476
545	0.002017858859
546	0.002010803417
547	0.002009190474
548	0.002006809281
549	0.002006101824
550	0.00200403672
551	0.002000160428
552	0.00199276534
553	0.00198898699
554	0.001987408544
555	0.00198659552
556	0.001985804387
557	0.001983802596
558	0.001983084596
559	0.001981904095
560	0.00198060879
561	0.001979176958
562	0.001978594636
563	0.001973788241
564	0.001972766151
565	0.001971796001
566	0.001969957849
567	0.00196721255
568	0.001965269211
569	0.001960705387
570	0.001959502347
571	0.001958920403
572	0.00195345259
573	0.001951600547
574	0.00194133289
575	0.001938617972
576	0.001933198829
577	0.001921110434
578	0.00191950935
579	0.001916121115
580	0.00191320966
581	0.001905581318
582	0.001903306283
583	0.001902926156
584	0.001902315415
585	0.001900248652
586	0.001898758751
587	0.001896026415
588	0.001894924385
589	0.001894242573
590	0.001893464299
591	0.001891426023
592	0.00188937236
593	0.001887784297
594	0.001886361288
595	0.0018848549
596	0.001883050427
597	0.00188104564
598	0.001879685829
599	0.001875531595
600	0.001875135901
601	0.001874892108
602	0.001873272267
603	0.001870947625
604	0.001869122754
605	0.001861972756
606	0.001861823349
607	0.001861520835
608	0.0018588448
609	0.001856540416
610	0.001853969591
611	0.001852256319
612	0.001851797164
613	0.001850836042
614	0.001848502096
615	0.001847164332
616	0.001846165769
617	0.001845331412
618	0.001842337105
619	0.00183938741
620	0.001838979277
621	0.00183770602
622	0.001832505421
623	0.001832097922
624	0.001831378045
625	0.001829542721
626	0.001828805261
627	0.001828610854
628	0.001828363341
629	0.001825528073
630	0.001823929972
631	0.001819508944
632	0.001817148204
633	0.00181527488
634	0.00181277416
635	0.001811538324
636	0.001810821506
637	0.001802548854
638	0.001801991809
639	0.001796465271
640	0.001794937846
641	0.001794362254
642	0.001793606535
643	0.001791277692
644	0.00179085635
645	0.001788762119
646	0.001787930969
647	0.001783400555
648	0.001781714849
649	0.001780266478
650	0.001779706335
651	0.001777191721
652	0.001775706266
653	0.00176963535
654	0.00176783467
655	0.001767360747
656	0.00176575436
657	0.00176458859
658	0.001762922304
659	0.001758230026
660	0.001755668756
661	0.00175446763
662	0.001753295539
663	0.001752965207
664	0.001751191982
665	0.001750837983
666	0.001747813879
667	0.001747351892
668	0.001739524477
669	0.001738329393
670	0.001737375539
671	0.001737109556
672	0.001733730276
673	0.001733066339
674	0.001726191896
675	0.001720501144
676	0.001719928381
677	0.001719183571
678	0.00171802206
679	0.001716138806
680	0.001709039128
681	0.001708210502
682	0.00170684374
683	0.001706021686
684	0.001702462811
685	0.001701255882
686	0.001700623683
687	0.001700197219
688	0.001699987639
689	0.001697289273
690	0.001696817458
691	0.001696081311
692	0.001695853745
693	0.001692692334
694	0.001688813018
695	0.001687225486
696	0.00168694942
697	0.001686699404
698	0.001686309836
699	0.001685791198
700	0.001684350582
701	0.00168369677
702	0.001679331701
703	0.001676601055
704	0.00167209657
705	0.001671860785
706	0.001669294543
707	0.001668867296
708	0.001667672669
709	0.001666936103
710	0.001665238214
711	0.001663205609
712	0.001662743793
713	0.001662081281
714	0.001660129964
715	0.001657224847
716	0.001654132417
717	0.001652005402
718	0.001651366016
719	0.001646552618
720	0.001641979462
721	0.001637918988
722	0.001637273488
723	0.001633251729
724	0.001632383908
725	0.001622676361
726	0.00162188648
727	0.001620286751
728	0.001617785468
729	0.001617026479
730	0.001616249251
731	0.001612109183
732	0.001611679703
733	0.001611330412
734	0.001610911412
735	0.001610474814
736	0.001609438142
737	0.001607928788
738	0.001607514668
739	0.001607302251
740	0.001607058812
741	0.001606006102
742	0.001605422774
743	0.001605212016
744	0.001604198253
745	0.001602582116
746	0.0016000989
747	0.001598603011
748	0.001597675736
749	0.001596720371
750	0.001593042155
751	0.001589956304
752	0.00158882918
753	0.001585721926
754	0.001585579294
755	0.001584244175
756	0.001579926896
757	0.00157906576
758	0.001578766229
759	0.001576951638
760	0.001576284327
761	0.001569521127
762	0.00156764913
763	0.001567311345
764	0.001565317584
765	0.001564266851
766	0.001563139835
767	0.001562958185
768	0.0015626947
769	0.00156218646
770	0.001561863871
771	0.001561290808
772	0.001559968036
773	0.001557166971
774	0.001556828177
775	0.001554193017
776	0.001553888802
777	0.001552431481
778	0.00154817649
779	0.001546887442
780	0.001546623403
781	0.001544581311
782	0.001544095397
783	0.001543202593
784	0.001542785859
785	0.001541958317
786	0.001540233595
787	0.001538803243
788	0.001538459872
789	0.001534234494
790	0.001533818104
791	0.001533467254
792	0.001528583715
793	0.001524885302
794	0.001523051233
795	0.001522683196
796	0.001522341868
797	0.001522200459
798	0.001519176388
799	0.001518989858
800	0.001518621412
801	0.00151746811
802	0.001515745051
803	0.001514845969
804	0.001513741393
805	0.001511711847
806	0.001511474192
807	0.001510762465
808	0.001509288753
809	0.001508335862
810	0.001507109399
811	0.001502245759
812	0.001501567753
813	0.001501046755
814	0.001500636377
815	0.001499767269
816	0.001499079013
817	0.001497564973
818	0.001496951471
819	0.00149532459
820	0.001495018158
821	0.00149451143
822	0.001494110667
823	0.001489693543
824	0.001489333188
825	0.001488355133
826	0.001487189425
827	0.001485708554
828	0.00148523814
829	0.001485155423
830	0.001484082933
831	0.001483483576
832	0.00148246868
833	0.001482094968
834	0.001480851676
835	0.001479898286
836	0.001479291439
837	0.001479038443
838	0.00147545828
839	0.001475278798
840	0.001474765122
841	0.001472099549
842	0.001471660097
843	0.001470946605
844	0.001469504075
845	0.001466768554
846	0.001465764572
847	0.001465474573
848	0.001465152674
849	0.001465042309
850	0.001464877791
851	0.001464433009
852	0.001461362501
853	0.001461157109
854	0.001459736566
855	0.001459531804
856	0.001459234141
857	0.001458515652
858	0.00145733966
859	0.001456838963
860	0.001455253166
861	0.001454948702
862	0.001454339735
863	0.001453408956
864	0.001451450484
865	0.001450465773
866	0.001450091444
867	0.001449779173
868	0.001448349591
869	0.001448201842
870	0.00144799495
871	0.001447741617
872	0.001447169765
873	0.001446526573
874	0.001445299781
875	0.001445028795
876	0.001444766011
877	0.001444513972
878	0.001444119856
879	0.001442941628
880	0.001442303786
881	0.001441186831
882	0.001441031902
883	0.00144005922
884	0.001439657508
885	0.001439009261
886	0.00143599493
887	0.001435478764
888	0.001435313731
889	0.001435014395
890	0.001434595367
891	0.001433459892
892	0.001430052599
893	0.001429901526
894	0.001428433533
895	0.00142714882
896	0.001426835575
897	0.001424711495
898	0.001424578652
899	0.001423160721
900	0.001421789937
901	0.001421636865
902	0.001421492336
903	0.001421274892
904	0.001420928517
905	0.001419754306
906	0.001419549885
907	0.001419317175
908	0.001418937531
909	0.001418740941
910	0.001418142943
911	0.001417839996
912	0.001417463505
913	0.001415937235
914	0.001414999214
915	0.001412610835
916	0.001411589869
917	0.001411163199
918	0.001410964056
919	0.001409474365
920	0.001408348528
921	0.001408113309
922	0.001407341665
923	0.001406384929
924	0.001406206859
925	0.001406142117
926	0.001403496812
927	0.001403139955
928	0.001402803645
929	0.001402321735
930	0.001402079525
931	0.001401676376
932	0.001401382835
933	0.001401103347
934	0.001400897803
935	0.0014003742
936	0.001399658945
937	0.00139907466
938	0.001398740996
939	0.001395649566
940	0.001395466336
941	0.001394641944
942	0.001391708665
943	0.001389612713
944	0.001388874632
945	0.001388191257
946	0.001386347127
947	0.001385694864
948	0.001385183972
949	0.001384618893
950	0.00138438517
951	0.001384011828
952	0.001383366285
953	0.001379045879
954	0.001377404735
955	0.001376284634
956	0.001375342202
957	0.001374533878
958	0.00137380735
959	0.001373479398
960	0.001372903772
961	0.001372114348
962	0.001371601371
963	0.001370652593
964	0.001370504184
965	0.001369790271
966	0.001369578116
967	0.001367891157
968	0.001366856868
969	0.001362360674
970	0.001362140906
971	0.001359379585
972	0.001358962811
973	0.001357709417
974	0.001356651547
975	0.00135631399
976	0.001356071488
977	0.001355266757
978	0.001354618062
979	0.001354238356
980	0.001353434311
981	0.00135252492
982	0.001352329373
983	0.001351698777
984	0.001351634791
985	0.001350997219
986	0.001349794262
987	0.001348753989
988	0.001348226441
989	0.00134805152
990	0.001347951062
991	0.001347530105
992	0.001346845511
993	0.001346255283
994	0.001345942417
995	0.00134492254
996	0.001344835102
997	0.00134456742
998	0.001342919144
999	0.00134265873
